student_id,name,email,hall_id,dept_id,advisor_id,mobile_no,bank_acc_no,present_address,contact_person_address,date_of_birth,nid_no,level,term
1701116,Tonia Alboni-Brenna,leonettipaoletta@example.com,5,1,10023,+39 3882253908,6892311918,"Stretto Paolini, 1
96100, Carrozziere (SR)","Vicolo Bocelli, 353 Appartamento 24
20866, Carnate (MB)",1997-09-30,8791005140,1,2
1701117,Sig.ra Cecilia Comboni,alfio87@example.net,7,1,10023,+39 3792082600,7838515608,"Strada Veneziano, 99 Appartamento 5
13900, Cossila (BI)","Stretto Serao, 87
26836, Montanaso Lombardo (LO)",1997-04-14,7323919897,1,2
1701118,Giuliano Leonardi,micheletto57@example.org,5,1,10023,0109431755,9228740378,"Viale Melissa, 143
32044, Sottocastello (BL)","Canale Domenico, 243 Appartamento 70
26823, Camairago (LO)",1999-07-22,1881604334,1,2
1701119,Romeo Filippini-Mazzacurati,comeriatogiorgia@example.org,5,1,10023,+39 0131690393,3878117128,"Piazza Jovinelli, 90 Piano 0
25134, San Polo (BS)","Viale Brunelleschi, 20
85031, Castelsaraceno (PZ)",1998-03-27,8165604454,1,2
1701120,Corrado Speri-Carocci,paolo17@example.net,4,1,10023,0736707114,3060422260,"Vicolo Montanari, 35 Piano 1
65132, Pescara (PE)","Borgo Ilaria, 8
09078, Sennariolo (OR)",1997-12-27,1990680307,1,2
1701121,Manuel Franzese,pulciamedeo@example.org,1,1,10024,+39 0588952237,2118124092,"Viale Costanzo, 7 Piano 2
14044, Castel Rocchero (AT)","Vicolo Navone, 490 Appartamento 65
20075, Colturano (MI)",1999-08-03,6337965185,1,2
1701122,Emilio Carullo,marcacciornella@example.com,7,1,10024,0941299573,2101149857,"Canale Carlo, 50
08049, Villagrande Strisaili (NU)","Viale Antonio, 3
47023, Cesena (FC)",1997-10-13,3962700392,1,2
1701123,Luciano Tamburi,cutrufoleopoldo@example.org,4,1,10024,+39 077484947,1097801693,"Viale Vezzali, 752 Appartamento 57
26866, Castiraga Vidardo (LO)","Canale Goffredo, 7 Piano 5
23837, Taceno (LC)",1998-02-21,4465971062,1,2
1701124,Veronica Treves-Interiano,icanova@example.com,3,1,10024,+39 333293177,5388022328,"Stretto Iannuzzi, 1 Piano 3
50127, Firenze (FI)","Contrada Antonina, 31 Appartamento 2
09028, Sestu (CA)",1998-11-23,1006489061,1,2
1701125,Gaspare Vespucci,azito@example.net,7,1,10024,03416146818,9117903157,"Vicolo Salieri, 66 Appartamento 0
05015, Fabro (TR)","Borgo Ermenegildo, 66
90139, Palermo (PA)",1998-08-21,9572984091,1,2
1701126,Raffaella Iannucci,scottimichela@example.org,6,1,10024,0543443717,7809052432,"Incrocio Faugno, 51 Piano 0
31021, Zerman (TV)","Rotonda Ranieri, 0 Piano 0
81010, Ciorlano (CE)",1998-10-22,6895883800,1,2
1701127,Sig.ra Amanda Morgagni,camillopiccinni@example.net,6,1,10024,+39 0545839592,6454586447,"Via Mastandrea, 70 Piano 2
31030, Borso Del Grappa (TV)","Via Giacinto, 53
67045, Casamaina (AQ)",1997-05-13,4266990102,1,2
1701128,Michelotto Simeoni,guarneripaolo@example.com,3,1,10024,322782952,1962935651,"Stretto Mazzeo, 443
84057, Laurino (SA)","Stretto Emma, 66
29122, Piacenza (PC)",1998-10-04,7803633416,1,2
1701129,Lucrezia Sauli,snorbiato@example.org,4,1,10024,0502226599,5875309438,"Viale Gianetti, 98
01018, Valentano (VT)","Vicolo Galuppi, 334 Piano 6
34012, Basovizza (TS)",1999-04-13,4385400135,1,2
1701130,Sig.ra Olga Amaldi,pigafettarocco@example.org,1,1,10024,+39 042107080,1843078322,"Incrocio Prodi, 787 Appartamento 7
06072, Migliano (PG)","Rotonda Pininfarina, 642 Piano 1
84014, Nocera Inferiore (SA)",1997-12-16,2137986656,1,2
1701131,Sig. Vito Fagotto,antonucciluisa@example.com,6,1,10024,03637660869,1906269019,"Borgo Pisaroni, 78 Piano 8
52038, Monterone (AR)","Rotonda Cabibbo, 195 Appartamento 75
12055, Ricca (CN)",1997-06-16,8865093398,1,2
1701132,Leopoldo Canevascini,scutrufo@example.org,4,1,10024,0444995888,6133365567,"Borgo Pietro, 736 Piano 8
26861, Retegno (LO)","Rotonda Morlacchi, 530 Appartamento 21
58051, Pereta (GR)",1997-04-01,2969192528,1,2
1701133,Dott. Calogero Maccanelli,peruzzisalvatore@example.com,1,1,10024,37556355563,1312430906,"Vicolo Tomei, 982 Piano 6
37028, Rovere' Veronese (VR)","Canale Venancio, 78 Appartamento 85
28886, Pieve Vergonte (VB)",1997-07-24,6206103610,1,2
1701134,Lucia Spadafora-Villarosa,erika07@example.com,6,1,10024,043275805,2968684575,"Borgo Paganini, 81 Appartamento 2
39013, Pfelder (BZ)","Strada Vincentio, 753
62034, Muccia (MC)",1997-11-18,9356891602,1,2
1701135,Giorgio Rienzo,marinajacuzzi@example.org,3,1,10024,3534972955,9659244837,"Rotonda Jolanda, 9
02015, Cittaducale (RI)","Via Combi, 7 Appartamento 5
84046, Marina Di Ascea (SA)",1999-12-02,9788712781,1,2
1701136,Jolanda Orengo,tulliomorpurgo@example.com,2,1,10024,+39 350169845,1057337504,"Stretto Patrizia, 43 Piano 1
72029, Villa Castelli (BR)","Piazza Ritacca, 80 Appartamento 8
27011, Belgioioso (PV)",1997-03-25,7202704480,1,2
1701137,Ugolino Cocci,casalebenito@example.com,7,1,10024,+39 35175764698,5104453945,"Canale Alessandra, 8
30025, Teglio Veneto (VE)","Piazza Antonino, 57
00068, Rignano Flaminio (RM)",1998-01-24,6625298759,1,2
1701138,Gabriele Cendron,fiammanugnes@example.net,7,1,10024,3435055149,6502282820,"Via Atenulf, 27 Appartamento 30
20096, Limito (MI)","Incrocio Amadeo, 876
00133, Torre Angela (RM)",1998-07-12,5561466151,1,2
1701139,Luca Cafarchia,chigicorrado@example.org,5,1,10024,+39 37108905156,6539976595,"Incrocio Beffa, 61
26011, Casalbuttano Ed Uniti (CR)","Piazza Fortunata, 48
76015, Trinitapoli (BT)",1999-02-20,5241342194,1,2
1701140,Bianca Campano-Ruffini,pulciraimondo@example.org,5,1,10024,+39 033109746,6477770330,"Rotonda Raffaellino, 5
63094, Bisignano (AP)","Strada Carullo, 50 Piano 6
90040, Grisi' (PA)",1998-12-02,4277558934,1,2
1701141,Sergius Baroffio,baldassare06@example.net,3,1,10024,037611406,3733605069,"Incrocio Raffaello, 39 Piano 5
73058, Tuglie (LE)","Viale Cadorna, 18
53018, Rosia (SI)",1998-03-13,8614642106,1,2
1701142,Greca Gaito,zbandello@example.com,5,1,10024,+39 35581682786,3405738607,"Incrocio Giampiero, 86 Appartamento 7
89069, Marina Di San Lorenzo (RC)","Incrocio Melina, 5
28833, Brovello Carpugnino (VB)",1997-04-10,6557308400,1,2
1701143,Niccolò Cammarata,cilibrasietta@example.com,2,1,10024,0731375738,2091910621,"Piazza Piergiuseppe, 9 Appartamento 1
22021, Bellagio (CO)","Via Gilberto, 757 Piano 9
27026, Madonna Delle Bozzole (PV)",1999-11-16,1218167125,1,2
1701144,Dott. Oreste Volterra,toninelliermes@example.net,2,1,10024,010953930,1825063539,"Borgo Tencalla, 53 Appartamento 5
20143, Barona (MI)","Via Cesaroni, 84
56028, San Miniato (PI)",1998-11-17,8637095468,1,2
1701145,Giuliana Cibin,krocca@example.org,1,1,10024,+39 0355579965,8708251580,"Borgo Livia, 51
53018, Sovicille (SI)","Via Gianfrancesco, 7
51030, Montagnana Pistoiese (PT)",1997-12-04,7311704198,1,2
1701146,Sig.ra Etta Migliaccio,collettigiosue@example.net,4,1,10024,+39 0536064699,8496238103,"Via Eliana, 654
13871, Verrone (BI)","Contrada Ritacca, 880 Appartamento 3
23889, Santa Maria Hoe' (LC)",1998-07-27,9428125812,1,2
1701147,Luciana Fagotto,lando41@example.org,2,1,10024,04577534394,1482149889,"Borgo Elena, 290 Piano 4
25065, Lumezzane Sant'Apollonio (BS)","Rotonda Cerquiglini, 479
16125, Genova (GE)",1997-03-16,7366913920,1,2
1701148,Cecilia Fiorucci,carulloamico@example.org,3,1,10024,06803019872,9961272081,"Viale Cirillo, 897
66014, Crecchio (CH)","Rotonda Antonacci, 13
12084, Gratteria (CN)",1997-09-06,1051858184,1,2
1701149,Lucio Smirnoff,rapisardiugo@example.net,3,1,10024,+39 097477783,6470067873,"Incrocio Renault, 684 Piano 6
33023, Comeglians (UD)","Via Iolanda, 738 Appartamento 5
36056, Tezze Sul Brenta (VI)",1997-02-20,9985444543,1,2
1701150,Mauro Montalcini,boccaccioivo@example.org,6,1,10024,03427647206,8425227443,"Via Paulina, 43
27053, Lungavilla (PV)","Via Carla, 0 Piano 4
08016, Borore (NU)",1998-04-21,8103919047,1,2
1701151,Francesca Gulotta,uberto48@example.net,5,1,10025,+39 08626803239,2398469440,"Canale Vivaldi, 47
19121, Laspezia (SP)","Strada Ninetta, 91
33050, Lumignacco (UD)",1999-02-12,7520671537,1,2
1701152,Barbara Modiano,giacobbe38@example.com,6,1,10025,39084219298,9616154308,"Rotonda Garozzo, 910 Piano 8
53034, Quartaia (SI)","Stretto Germana, 6 Piano 8
43028, Tizzano Val Parma (PR)",1997-02-07,7211320402,1,2
1701153,Sig.ra Alina Gremese,badogliopompeo@example.org,3,1,10025,+39 0761591329,5994700785,"Strada Ciampi, 3 Appartamento 0
00179, Roma (RM)","Vicolo Flavia, 5
46034, Virgilio (MN)",1998-01-30,3405487125,1,2
1701154,Monica Chiaramonte,maglioirma@example.net,6,1,10025,+39 054553916,9580848700,"Piazza Gioffre, 520 Piano 9
20129, Milano (MI)","Viale Tomei, 30
00051, La Bianca (RM)",1999-01-05,3463124468,1,2
1701155,Dott. Elvira Aporti,zargento@example.net,3,1,10025,33330657767,8589572753,"Contrada Gangemi, 35
73033, Corsano (LE)","Vicolo Tozzi, 30 Appartamento 9
88065, Guardavalle Marina (CZ)",1999-07-14,9914021871,1,2
1701156,Toni Fanucci,cpace@example.net,2,1,10025,090026498,4139299241,"Viale Simone, 86
98151, Messina (ME)","Viale Orengo, 440 Appartamento 97
37062, Alpo (VR)",1998-06-18,3060154985,1,2
1701157,Dott. Giada Cabrini,rbodoni@example.net,5,1,10025,0776601501,6700414495,"Rotonda Avogadro, 2
89041, Caulonia (RC)","Via Rembrandt, 8 Piano 7
83035, Carpignano (AV)",1999-02-20,7335184279,1,2
1701158,Paulina Curci,irmanaccari@example.com,4,1,10025,056404937,7393486479,"Contrada Lamberto, 38 Piano 3
67033, Pescocostanzo (AQ)","Via Rismondo, 193
61012, Fanano (PU)",1997-06-10,1336579682,1,2
1701159,Sergius Smirnoff,sinisimichelotto@example.net,6,1,10025,04318757502,5944244011,"Via Gloria, 17 Appartamento 94
53015, Monticiano (SI)","Viale Longhena, 61
80014, Varcaturo (NA)",1999-05-05,2226637263,1,2
1701160,Roberta Costalonga,bborroni@example.org,1,1,10025,3780992335,1574792072,"Contrada Coluccio, 55
20065, Inzago (MI)","Canale Moneta, 54 Appartamento 72
12089, Villanova Mondovi' (CN)",1998-04-02,5378029193,1,2
1701161,Lidia Giradello,anastasipierluigi@example.com,6,1,10025,378383409,5114158311,"Stretto Augusto, 87
80144, Secondigliano (NA)","Contrada Nosiglia, 858 Piano 8
10122, Torino (TO)",1999-07-05,5727868114,1,2
1701162,Sante Rocca,pacegabriella@example.com,2,1,10025,0521121125,5500163959,"Incrocio Zaira, 2 Appartamento 66
95035, Maletto (CT)","Contrada Lodovico, 39
31033, Villarazzo (TV)",1998-01-10,5946467698,1,2
1701163,Giuliano Sauro,tonia29@example.com,6,1,10025,+39 345938221,8175973147,"Viale Ciro, 63
24064, Grumello Del Monte (BG)","Stretto Luciana, 149
14030, Accorneri (AT)",1998-10-04,4781425484,1,2
1701164,Pier Legnante,montesanofilippa@example.com,2,1,10025,3780628690,9401627644,"Contrada Amedeo, 423
71033, Casalnuovo Monterotaro (FG)","Incrocio Amadeo, 73
20154, Milano (MI)",1999-06-16,1771009352,1,2
1701165,Sig.ra Caterina Rubbia,granatelligraziella@example.net,5,1,10025,0365478823,9770373544,"Via Romeo, 8 Appartamento 8
20821, Meda (MB)","Vicolo Nitto, 41
85043, Magnano (PZ)",1997-06-10,5948596336,1,2
1701166,Aria Grimani,madernoninetta@example.net,6,1,10025,3888308683,4454635522,"Piazza Sandra, 1
90038, Filaga (PA)","Contrada Gianfrancesco, 11
86039, Termoli (CB)",1998-01-20,5068860112,1,2
1701167,Rosaria Salieri,berenice67@example.net,5,1,10025,+39 377332459,1225024499,"Incrocio Opizzi, 0
26835, Crespiatica (LO)","Viale Pugliese, 38
90025, Lercara Friddi (PA)",1999-11-07,5278579830,1,2
1701168,Dott. Marisa Lopresti,stefaniabondumier@example.net,4,1,10025,+39 0549744786,4807542541,"Vicolo Baldassare, 311
09094, Sant'Anna (OR)","Piazza Gianna, 31
12040, Montaldo Roero (CN)",1998-11-27,9030195566,1,2
1701169,Sig. Ugolino Lussu,oceci@example.org,7,1,10025,+39 09429808364,3192348583,"Canale Peruzzi, 4 Appartamento 3
38062, Bolognano (TN)","Strada Martina, 88 Appartamento 0
10129, Torino (TO)",1997-05-22,2948218572,1,2
1701170,Lucia Offredi,ealdobrandi@example.net,4,1,10025,+39 0941785095,8277306712,"Via Monduzzi, 20 Piano 0
34145, Trieste (TS)","Rotonda Aldo, 698 Appartamento 50
12058, Camo (CN)",1998-05-30,7180789000,1,2
1701171,Giorgio Pisaroni,gemmaboezio@example.com,5,1,10025,0492542830,6779559288,"Rotonda Ricciotti, 57 Piano 2
35043, San Cosma (PD)","Borgo Baldassare, 80
25041, Erbanno (BS)",1998-06-02,3860080983,1,2
1701172,Liana Lopresti,agostino85@example.com,7,1,10025,0733769068,2471028826,"Contrada Papafava, 23 Piano 2
80146, Napoli (NA)","Piazza Lombroso, 1
07027, Oschiri (SS)",1997-11-15,9093815895,1,2
1701173,Dott. Nicola Aldobrandi,kmontecchi@example.net,1,1,10025,+39 03756593399,9861422197,"Vicolo Baccio, 68 Appartamento 89
62019, Musone (MC)","Borgo Alberto, 11 Appartamento 9
33098, Arzene (PN)",1997-12-05,2662560349,1,2
1701174,Monica Smirnoff-Zamorani,pgrossi@example.net,6,1,10025,057208640,9592764106,"Contrada Niccolò, 58 Appartamento 65
27039, Sannazzaro De' Burgondi (PV)","Strada Righi, 57 Appartamento 54
01038, Chia (VT)",1999-06-22,7758182699,1,2
1701175,Livia Ciampi,graziellacanevascini@example.com,1,1,10025,0541505957,6646349234,"Vicolo Natalia, 6 Piano 2
10056, Oulx (TO)","Rotonda Barzini, 58
28074, Ghemme (NO)",1997-01-30,3990818235,1,2
1701176,Francesco Rusticucci,cbello@example.org,2,1,10025,+39 0535285994,1717914673,"Incrocio Liberto, 559 Appartamento 49
15029, Solero (AL)","Rotonda Antonia, 5 Piano 0
88824, Belvedere Di Spinello (KR)",1997-09-05,9802687434,1,2
1701177,Ranieri Giannetti,gaglianonino@example.com,6,1,10025,+39 37737996921,6194384711,"Vicolo Rossi, 8 Piano 5
28845, Domodossola (VB)","Incrocio Maurilio, 869 Appartamento 3
87062, Cariati (CS)",1997-08-08,4473876113,1,2
1701178,Niccolò Gioberti,nicolettisonia@example.net,4,1,10025,0585623557,7876324428,"Rotonda Susanna, 6 Appartamento 5
16161, Teglia (GE)","Strada Gianmarco, 9
38078, San Lorenzo Dorsino (TN)",1997-06-22,9602285839,1,2
1701179,Dott. Veronica Gentili,comencinicoluccio@example.net,7,1,10025,+39 09939971876,8785613689,"Viale Alberto, 9
80049, Somma Vesuviana (NA)","Canale Romolo, 44 Appartamento 0
28877, Anzola D'Ossola (VB)",1998-02-08,6350897425,1,2
1701180,Ippazio Cocci,dcarosone@example.net,2,1,10025,+39 0732110519,7161324881,"Rotonda Flora, 0 Appartamento 31
19125, Migliarina (SP)","Borgo Tartaglia, 69 Piano 4
67037, Pietransieri (AQ)",1999-07-19,3848087911,1,2
